0.00139	--	0.71087
0.00334	--	1.54025
0.00539	--	2.45697
0.00734	--	3.33007
0.00938	--	4.20944
0.01134	--	4.91423
0.01338	--	5.75002
0.01542	--	6.45487
0.01738	--	7.2034
0.01942	--	7.82723
0.02138	--	8.49474
0.02342	--	9.20594
0.02538	--	9.78618
0.02733	--	10.37269
0.02937	--	10.74715
0.03133	--	11.12161
0.03337	--	11.37135
0.03541	--	11.70218
0.03737	--	12.07669
0.03941	--	12.37013
0.04137	--	12.74466
0.04341	--	13.20656
0.04537	--	13.787
0.04732	--	14.24268
0.04936	--	14.82941
0.0514	--	15.3725
0.05336	--	15.99669
0.0554	--	16.70204
0.05736	--	17.28885
0.0594	--	17.91314
0.06136	--	18.7059
0.0634	--	19.45503
0.06536	--	20.37265
0.0674	--	21.24665
0.06936	--	22.12066
0.0714	--	22.9136
0.07335	--	23.91248
0.07539	--	24.74918
0.07735	--	25.70445
0.07939	--	26.49753
0.08135	--	27.33431
0.08339	--	28.3334
0.08535	--	29.164
0.08739	--	30.12573
0.08934	--	30.91895
0.09138	--	31.79337
0.09334	--	32.6678
0.09538	--	33.50483
0.09734	--	34.33564
0.09938	--	35.25389
0.10142	--	36.09104
0.10338	--	36.88449
0.10534	--	37.79657
0.10738	--	38.63382
0.10934	--	39.38367
0.11138	--	40.22098
0.11333	--	41.09575
0.11537	--	42.01429
0.11733	--	42.72056
0.11937	--	43.51431
0.12141	--	44.35179
0.12337	--	45.18302
0.12533	--	45.97683
0.12737	--	46.89557
0.12941	--	47.77065
0.13137	--	48.43967
0.13341	--	49.23365
0.13536	--	50.06507
0.13732	--	50.85907
0.13936	--	51.69685
0.14132	--	52.52838
0.14336	--	53.2788
0.14532	--	54.02921
0.14736	--	54.74222
0.1494	--	55.66135
0.15136	--	56.45557
0.1534	--	57.28733
0.15535	--	58.00042
0.15739	--	58.79478
0.15935	--	59.58288
0.16131	--	60.37725
0.16335	--	61.0905
0.16539	--	61.88499
0.16735	--	62.59201
0.16939	--	63.38656
0.17135	--	64.18108
0.17339	--	64.93197
0.17535	--	65.76404
0.1773	--	66.35251
0.17934	--	67.14722
0.18138	--	67.97943
0.18334	--	68.64921
0.18538	--	69.40027
0.18734	--	70.15131
0.18938	--	70.82122
0.19134	--	71.61605
0.19338	--	72.24229
0.19534	--	72.95595
0.19737	--	73.75093
0.19933	--	74.37719
0.20137	--	75.17222
0.20333	--	75.79853
0.20537	--	76.50615
0.20733	--	77.17625
0.20937	--	77.89018
0.21141	--	78.55414
0.21337	--	79.14308
0.21533	--	79.85078
0.21737	--	80.60232
0.21932	--	81.19133
0.22136	--	81.94292
0.2234	--	82.53205
0.22536	--	83.15864
0.22732	--	83.78525
0.22936	--	84.49321
0.2314	-11.17646	85.11994
0.23336	-10.3016	85.66537
0.23532	-9.84223	86.33584
0.23736	-9.51745	86.92514
0.23931	-9.28145	87.63316
0.24135	-9.08341	88.09125
0.24331	-8.92433	88.80557
0.24535	-8.78176	89.35122
0.24739	-8.657	89.85313
0.24935	-8.55033	90.52376
